1863	w ʌ n θ aʊ z ə n d eɪ t h ʌ n d ɹ ɪ d ə n d
1863	ə ʊ n θ aʊ z ə n d eɪ t h ʌ n d ɹ ə d æ n d
1863	ə ʊ n θ aʊ z ə n d eɪ t h ʌ n d ɹ ə d ə n d
1863	ə ʊ n θ aʊ z ə n d eɪ t h ʌ n d ɹ ɪ d æ n d
1863	ə ʊ n θ aʊ z ə n d eɪ t h ʌ n d ɹ ɪ d ə n d
250	t u h ʌ n d ɹ ə d æ n d f ɪ f t i
250	t u h ʌ n d ɹ ə d ə n d f ɪ f t i
250	t u h ʌ n d ɹ ɪ d æ n d f ɪ f t i
250	t u h ʌ n d ɹ ɪ d ə n d f ɪ f t i
5	f aɪ v
3	θ ɹ i
3	θ ɹ ɪ i
4	f ɔ
1990	w ʌ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ə d æ n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ə d ə n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ɪ d æ n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ɪ d ə n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n ɪ n h ʌ n d ɹ ə d æ n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n ɪ n h ʌ n d ɹ ə d ə n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n ɪ n h ʌ n d ɹ ɪ d æ n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n ɪ n h ʌ n d ɹ ɪ d ə n d n aɪ n t i
1990	ə ʊ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ə d æ n d n aɪ n t i
1990	ə ʊ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ə d ə n d n aɪ n t i
1990	ə ʊ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ɪ d æ n d n aɪ n t i
1990	ə ʊ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ɪ d ə n d n aɪ n t i
1990	ə ʊ n θ aʊ z ə n d n ɪ n h ʌ n d ɹ ə d æ n d n aɪ n t i
1990	ə ʊ n θ aʊ z ə n d n ɪ n h ʌ n d ɹ ə d ə n d n aɪ n t i
1990	ə ʊ n θ aʊ z ə n d n ɪ n h ʌ n d ɹ ɪ d æ n d n aɪ n t i
1990	ə ʊ n θ aʊ z ə n d n ɪ n h ʌ n d ɹ ɪ d ə n d n aɪ n t i
