an	ɪ n
an	ə l
anachronistic	ɪ n æ k ɹ ə n ɪ s t ɪ k
anadromous	æ n ə d ɹ oʊ m ə s
anakin	æ n ɪ k ə n
analogue	æ n ə l ɑ ɡ
anaphylaxis	æ n ə f ə l æ k s ə s
anastasia	æ n ɪ s t eɪ ʒ ə
anastasio	æ n ə s t ɑ s i oʊ
anastasio	æ n ə s t eɪ z i oʊ
anatomical	æ n ə t oʊ m ɪ k ə l
anatta	ə n ɑ t ə
anax	æ n ɛ k s
anchorage	æ ŋ k ɝ ɪ dʒ
and	ɪ n d
and	ə n t
and	æ n t
andrade	æ n d ɹ i t
andre	æ n d ɹ eɪ
andre	æ n d ɹ i
andrei	æ n d ɹ i ə
andrei	æ n d ɹ i
andres	æ n d ɹ ə s
andretti	æ n d ɹ ɛ d i
andrews	æ n d ɹ ə z
androgynous	æ n d ɹ ə dʒ ə n ə s
androscoggin	æ n d ɹ u s k ɔ ɡ ə n
andy	ɛ n d i
anecdotal	æ n ɪ k d ə t ə l
anecdotal	æ n ə k d oʊ t ə l
anesthesia	æ n ə s θ i z i
anesthesia	æ n ə s t i z i
ang	ɑ ŋ
angela	æ n dʒ u l ə
angles	æ ŋ k ə l z
anime	æ n ə m eɪ
anime	ɛ n ə m
anime	ɛ n ə m i
anime	æ n ə m i
anita	ɛ n i t ə
ankara	æ n k ɑ ɹ ə
ankara	ʌ ŋ k ɝ æ
ann	ɪ n
ann	ɑ n
anna	æ m ə
annie	æ n ə
annonay	æ n oʊ n eɪ
annotated	æ n ə t eɪ t ɪ d
annual	æ n j ə ə l
annual	æ n j u w ə l
annulus	æ n j ə l ə s
anodyne	æ n ə d aɪ n
anorexia	æ n ɝ æ k s i ə
antebellum	æ n t ə b ɛ l ə m
antecedent	æ n t i s i d ə n t
antennae	æ n t ɛ n eɪ
antiquarian	æ n t ə k w ɛ ɹ i ə n
anto	æ n t oʊ
antoine	æ n t w ɑ n
antonio	ɑ n t oʊ n i oʊ
antonomasia	æ n d ə n ə m æ s i ə
anubis	ə n u b ə s
anunnaki	æ n u n ɑ k i
aphanitic	ə f ə n ɛ t ɪ k
apollinaris	ə p ɑ l ə n ɛ ɹ ə s
appealed	i p i l d
appeasement	ə p i s m ə n t
appendicitis	ə p ɛ n d ə s aɪ t ə s
applicable	ə p l ə k ə b ə l
applicant	æ p l ə k ə n t
applicant's	æ p l ə k ə n t s
applicants	æ p l ə k ə n t s
appreciated	ə p ɹ i ʃ i eɪ t ɪ d
appropriately	ə p ɹ oʊ p ɹ i ə t l i
approximate	ə p ɹ ɑ k s ə m eɪ t
aprile	æ p ɹ i l
aquileia	æ k w ə l eɪ ə
arab	ɛ ɹ ə b
arabella	ɛ ɹ ə b ɛ l ə
arabesque	ɛ ɹ ə b ɛ s k
arabic	ɛ ɹ ə b ɛ k
arable	ɛ ɹ ə b ə l
arad	ɹ ə d
aragon	ɛ ɹ ə ɡ ə n
aragon	ɑ ɹ ə ɡ ɑ n
aram	ɑ ɹ ə m
aran	ɛ ɹ ə n
aran	ɹ ə n
aras	ɑ ɹ ə s
arbitration	ɑ ɹ b ə t ɹ eɪ ʃ ə n
arbitrations	ɑ ɹ b ə t ɹ eɪ ʃ ə n z
arboretum	ɑ ɹ b ɔ ɹ ə t ə m
arboretum	ɑ ɹ b ɝ ɛ t ə m
archangels	ɑ ɹ k æ n dʒ ə l z
archetypes	ɑ ɹ k ə t aɪ p s
arcola	ɑ ɹ k ə l ə
ardilaun	ɑ ɹ d ə l ə n
ardra	ɑ ɹ d ɹ ə
ardsley	ɑ ɹ t s l i
arduous	ɑ ɹ dʒ ə ə s
are	ɑ ɝ
area	ɑ ɹ i ə
area	ɛ ɹ i ʌ
argolis	ɑ ɹ ɡ ə l ə s
argon	ɑ ɹ ɡ ɑ n
arguably	ɑ ɹ ɡ j u b l i
argumentation	ɑ ɹ ɡ j ə m ə n t eɪ ʃ ə n
arianna	ɑ ɹ i ɑ n ə
aridity	ɝ ɪ d ɪ t i
arikara	æ ɹ ɪ k ɑ ɹ ə
arimathea	ɛ ɹ ə m ə θ i ə
arison	ɛ ɹ ɪ s ə n
aristocrats	ɹ ɪ s t ə k ɹ æ t s
aristophanic	ɹ ɪ s t ə f æ n ɪ k
aristotle	ɛ ɹ ə s t oʊ t ə l
arizona	ɛ ɹ ə z oʊ n ə
arizona's	ɛ ɹ ə z oʊ n ə z
arkansas	ɑ ɹ k æ n z ə
arkansas	ɑ ɹ k æ n s ə
arkin	ɑ ɹ k ə n
arkose	ɑ ɹ k oʊ z
arman	ɑ ɹ m ə n
armas	ɑ ɹ m ə s
armet	ɑ ɹ m ə t
armistead	ɑ ɹ m ə s t ɛ d
armitage	ɑ ɹ m ə t ə dʒ
armitage	ɑ ɹ m ə t ɪ dʒ
arnhem	ɑ ɹ n h æ m
arnie	ɑ ɹ n i
aroma	ɹ oʊ m ə
aroostook	ɹ ə s t u k
arousal	ɹ aʊ z ə l
arrays	ɹ eɪ z
arrives	ɹ aɪ v z
arrow	ɛ ɹ ə
arrowhead	ɛ ɹ oʊ h ɛ d
arruda	ɑ ɹ u d ə
arsenate	ɑ ɹ s ə n ɪ t
art	ɑ ɹ d
art	æ t
artemidorus	ɑ ɹ t ə m ə d ɔ ɹ ə s
artemis	ɑ ɹ t ə m ə s
artemisia	ɑ ɹ t ə m i s i ə
arthropods	ɑ ɹ θ ɹ ə p ɑ d z
arthropods	ɑ ɹ θ ɹ oʊ p ɑ d z
artifacts	ɑ ɹ t i f æ k t s
artisans	ɑ ɹ t ə z æ n z
artists	ɑ ɹ t ə s t s
arundel	ɛ ɹ ə n d ɛ l
arundel	ɑ ɹ ə n d ɛ l
arup	ɹ ə p
aryans	ɛ ɹ i ə n z
as	ɪ z
as	ɪ s
as	u s
asa	eɪ s ə
asa	æ s ə
asbestos	ə s p ɛ s t ə s
asbury	æ s b ɛ ɹ i
ascension	ɪ s ɛ n ʃ ə n
ascertain	ə s ɝ t ə n
ascetic	æ s ɛ t ɪ k
ashantis	ə ʃ ɑ n t i z
ashford	æ ʃ f ɔ d
ashikaga	æ ʃ ə k ɑ ɡ ə
ashland	æ ʃ l æ n d
ashmolean	æ ʃ m oʊ l i ə n
asia	eɪ ʃ i
asia	eɪ ʒ ʌ
asimov's	æ z ə m ɑ v z
aspiring	ə s p aɪ ɝ ɪ ŋ
asraf	æ z ɹ ə f
assay	ə s eɪ
asset	ə s ɛ t
assets	ə s ɛ t s
assigns	ɪ s aɪ n z
assistance	ɪ z ɪ s t ə n s
assisting	ɛ s ɪ s t ɪ ŋ
associate	ə s oʊ ʃ i eɪ t
associated	ə s oʊ s i eɪ t ɪ d
associated	ə s oʊ ʃ i eɪ t ɪ d
associates	ə s oʊ ʃ i eɪ t s
association's	ə s oʊ s i eɪ ʃ ə n z
asteroids	æ s t ɹ ɔɪ d z
astronauts	æ s t ɹ ə n ɑ t s
asturian	æ s t ɪ ɹ i ə n
asymmetrical	eɪ s ɪ m ɛ t ɹ ɪ k ə l
asymmetrical	ə s ɪ m ɛ t ɹ ɪ k ə l
at	æ d
at	ʌ t
at	ə t
at	ɪ d
at	ʊ d
ate	ɑ t
atheist	eɪ θ i ɪ s t
atheists	eɪ θ i ɪ s t s
atherstone	eɪ θ ɝ s t oʊ n
athos	ɑ θ ə s
atlantis	æ t l æ n t ə s
atoms	æ d ə m z
attalla	æ t æ l ə
attard	æ t ɑ ɹ d
attempted	ə t ɛ m p t æ t
attributes	æ t ɹ ɪ b j u t s
attributions	æ t ɹ ɪ b j u ʃ ə n z
atwood	æ d w ʊ d
aubrey	ɑ b ɹ i
auburn	æ b ɝ n
auburn	ɑ b ɔ ɹ n
auburn's	ɔ b ɝ n z
audacity	ə d æ s ə t i
audiences	ɑ d i ə n s ɪ z
audiences	ɑ d i ɪ n s ɪ z
audio	ɑ d i oʊ
audit	ɔ d ə t
audited	ɔ d ə t ɪ d
audition	ɪ d ɪ ʃ ə n
auditions	ə d ɪ ʃ ə n z
auditor's	ɔ d ə t ɝ z
auditors	ɔ d ə t ɝ z
auditory	ɔ d ə t ɔ ɹ i
auglaize	oʊ ɡ l eɪ z
augmentative	ɔ ɡ m ɛ n ə t ɪ v
augments	ɔ ɡ m ə n t s
augustana	æ ɡ u s t æ n ə
augustana	ɑ ɡ u s t ɑ n ə
augustin	ɔ ɡ ə s t i n
augustus	ə ɡ ə s t ə s
aureoles	ɔ ɹ i ə l z
auschwitz	æ ʃ w ɪ t s
austell	ɑ s t ɛ l
austen	ɔ s t ə n
austere	ə s t ʊ ɹ
australia	ɔ s t ɹ eɪ l i ə
australian	ɔ s t ɹ eɪ l i ə n
australis	ɑ s t ɹ ɑ l ə s
auteurs	oʊ t ɝ z
authenticity	ɔ θ ɛ n t ɪ s ə t i
authorization	ɔ θ ɝ ɪ z eɪ ʃ ə n
autism	ɑ t ɪ z ə m
auto	oʊ t oʊ
auto	ɑ t oʊ
automotive	ə t ə m ə t ɪ v
autonomous	ɑ t ə n ə n ə s
autonomy	ɪ t ɑ n ə m i
avar	eɪ v ɑ ɹ
avenel	æ v ə n ɛ l
avon	æ v ə n
avraham	æ v ɹ æ h ə m
awaking	ə w eɪ k ə n
awal	ə w ɔ l
award	ə w ɔ ɹ t
award	oʊ w ɔ d
axils	æ k s ə l z
axis	æ k s ɛ s
ayala	eɪ j æ l ə
aylmer	ɛ l m ɝ
azimuth	æ z ə m ə θ
aziz	æ z i z
azores	eɪ z ɔ ɹ z
babcock	b æ p k ɑ k
babel's	b ə b ɛ l z
babo	b æ b oʊ
bacardi	b ə k ɑ ɹ d i
bacchanalia	b æ k ə n eɪ l i ə
bacchanalia	b ɑ k ə n ɑ l i ə
bachmann	b æ k m ə n
backing	b eɪ k ɪ ŋ
backpacks	b æ ɡ p æ k s
backup	b æ k ə b
bad	b æ t
bader	b æ t ɝ
badminton	b æ d m ə n t ə n
badminton	b æ t m ə n t ə n
baffin	b æ f ə n
bagatelles	b ɪ ɡ ə t ɛ l z
bahamas	b ə h ɑ m ə s
bahram	b ɑ ɹ ə m
bakshi	b ʌ k ʃ i
bala	b ɛ l ə
balaban	b æ l ə b ə n
balbus	b æ l b ə s
balinese	b æ l ə n i z
baling	b æ l ɪ ŋ
ball	b ə l
ballet	b æ l i
ballmer	b ɑ l m ɝ
ballot	b æ l ə d
balsams	b ɑ l s ə m z
baltimore	b ɔ l t ə m ɔ
baltz	b ɔ l t s
bambino	b ɛ m b i n oʊ
ban	b ɑ n
banach	b æ n ɪ k
bands	b ɛ n d z
bangladesh	b æ ŋ ɡ l ə d ɪ ʃ
bangladesh	b æ ŋ l ə d æ ʃ
bangladesh	b æ ŋ l ə t ə ʃ
bani	b æ n i
bannock	b æ n ɪ k
bano	b æ n oʊ
banu	b æ n u
banyan	b ɛ n j ə n
baptist	b æ p t ə s
baptistery	b æ p t ə s t ɹ i
bar	p ɑ ɹ
bar	p ɑ
barak	b ɑ ɹ ɪ k
barbados	b ɑ ɹ b eɪ d oʊ z
barbecue	b ɑ ɹ b ə k j u
barbecues	b ɑ ɹ b ə k j u z
barbiturate	b ɑ ɹ b ɪ tʃ u ə t
barbizon	b ɑ ɹ b ə z ɑ n
barcelona	b ɑ ɹ s ə l oʊ n ə
bardstown	b ɑ ɹ d z t aʊ n
barnet	b ɑ ɹ n ɛ t
barnsley	b ɑ ɹ n z l i
baroda	p ɝ oʊ d ə
barometric	b ɛ ɹ ə m ɛ t ɹ ɪ k
baronets	b ɛ ɹ ə n ə t s
baroque	p ɝ oʊ k
baroque	b ɝ oʊ ɡ
barr	b ɔ ɹ
barra	b ɛ ɹ ə
barrack	b ɛ ɹ ɪ k
barracks	b ɛ ɹ ɪ k s
barramundi	b ɛ ɹ ə m ʌ n d i
barret	b ɛ ɹ ɪ t
barrett	b ɑ ɹ ɪ t
barrister	b ɛ ɹ ə s t ɝ
barrister	b ɑ ɹ ə s t ɝ
barrister	b æ ɹ ə s t ɝ
barrows	b æ ɹ ə z
barrows	b ɛ ɹ oʊ z
barry	b ɛ ɹ i
barty	b ɑ ɹ d i
basalts	b æ s ɔ l t s
basel	b æ z ə l
basel	b eɪ z ə l
bases	b eɪ s ɪ z
bashaw	b æ ʃ oʊ
bashir	b ɛ ʃ ɪ ɹ
basil	b æ s ə l
basil	b æ z ɪ l
basil	b eɪ z ə l
basil's	b æ s ə l z
basildon	b æ z ə l t ə n
basildon	b æ s ɪ l d ə n
basilica	b æ s ɪ l ɪ k ə
basin	b æ s ɪ n
baskin	b æ s k ə n
bass	p æ s
basses	b eɪ s ɪ z
bats	b ɛ t s
battista	b æ t ɪ s t ə
battleford	b æ d ə l f ɝ d
baugh	b ɛ
bauxite	b oʊ k s aɪ t
bayer	b eɪ ɹ
bayesian	b eɪ u ʒ ə n
bayeux	b eɪ u
baz	b ə z
baza	b eɪ z ə
beaches	b i tʃ i z
beaches	p i tʃ ɪ z
beastly	b ɪ s t l i
beat	p i t
beating	b i d ɪ ŋ
beatles	b i d ə l z
beatriz	b i t ɹ ɪ s
beatty	b i d i
beatty's	b i d i z
beauregard	b oʊ ɹ ɪ ɡ ɑ ɹ d
became	b i k eɪ m
became	b ɪ k ʌ m
beckett	b ɛ k ə t
become	b ɪ k eɪ m
become	b i k ʌ m
becomes	b ɪ k eɪ m z
becomes	b i k ʌ m z
bed	b ɛ t
beddington	b ɛ t ɪ ŋ t ə n
bede	b ɛ t
bede's	b i d z
bedouin	b ɛ t ə ə n
beetles	b i d ə l z
beetling	b ɪ t ə l ɪ ŋ
began	b ɪ ɡ ɪ n
begin	b ɪ ɡ æ n
begley	b eɪ ɡ l i
behr	b ɛ ɹ
bekwai	b ɛ k w aɪ
belarusian	b ɛ l ə ɹ u ʃ i ə n
beller	b æ l ɝ
belleville	b ɛ l v ɪ l
bellew	b ɛ l u
below	b ɛ l oʊ
belvidere	b ɛ l v ə d ɪ ɹ
benches	b ɛ n tʃ ə z
bengals	b æ ŋ ɡ ə l z
benguela	b ɛ n ɡ eɪ l ə
berating	b ɪ ɹ eɪ d ɪ ŋ
bergin	b ɝ ɡ ə n
berlin	b ɝ l i n
berlin	b ɝ l ə n
bernat	b ɝ n ɛ t
berrima	b ɛ ɹ ə m ə
berson	b ɝ ʃ ə n
bertin's	b ɝ t ə n z
bertrand	b ɝ t ɹ æ n d
besotted	b ɪ s ɔ t ɪ d
beta	b eɪ d ə
bethania	b ɛ θ eɪ n i ə
bethesda	b ɛ θ ɛ z d ə
betrayal	b ə t ɹ eɪ ə l
betrothal	b ɪ t ɹ oʊ ð ə l
bets	b æ t s
bettendorf	b ɛ t ə n d ɔ ɹ f
better	b ɛ ɾ ɝ
betting	b ɛ d ɪ ŋ
beyond	b i ɑ n d
bianca	b i æ n k ə
bianchi	b i æ n tʃ i
bianco	b i ɑ ŋ k oʊ
biceps	b aɪ s ɪ p s
bickerton	p ɪ k ɝ t ə n
bid	b ɪ t
bidders	b ɪ t ɝ z
big	b ɪ k
bigod	b ɪ k ə d
bihar	b i h ɑ ɹ
bihar	b i h ɑ
bill	b ɛ l
billboard	b ɛ l b ɔ ɹ d
billboard's	b ɪ l b ɔ ɹ d z
billed	b ɪ l t
billed	p ɪ l d
billionaire	b ɪ l j ə n ɪ ɹ
billionaires	b ɪ l j ə n ɪ ɹ z
biondi	b i ɔ n d i
bits	b ɪ d s
bitterroot	b ɪ t ɝ ɹ u t
black	b l ɑ k
blade	b l eɪ t
blaine	b l eɪ m
blanc	b l ɑ ŋ k
blavatsky's	b l ə v æ t s k i z
blink	b l æ ŋ k
bloemfontein	b l ɑ m f ɑ n t ə n
blum	b l ʌ m
blundell	b l ɛ n d ə l
board	b ɔ t
boardwalk	b ɔ ɹ d w ɑ k
boardwalks	b ɔ ɹ d w ɔ k s
boats	b oʊ d s
bobrov	b ɑ b ɹ ɑ v
bochart	b oʊ tʃ ɝ t
bodleian	b oʊ d l i ə n
bodmin	b ɑ d m ə n
bogart's	b oʊ ɡ ɑ ɹ d z
boggs	b ɑ ɡ z
bogies	b oʊ ɡ i z
bogota	b oʊ k ə t ə
bohemond	b ɪ h i m ə n d
bolan	b ʊ l ɪ n
bold	b oʊ l t
bold's	b ʊ l d z
boles	b ʊ l z
bolland	b oʊ l ə n d
bologna	b ɑ l oʊ n ə
bolsheviks	b ʊ l ʃ ə v ɪ k s
bolz	b ʊ l z
bon	b oʊ n
bonaventure's	b ɑ n ə v ɛ n tʃ ɝ z
boni	b ɑ n i
boniface	b ɑ n ɪ f ə s
bonn	b oʊ n
bonner	b oʊ n ɝ
bonuses	b oʊ n ɪ s ɪ z
bonuses	b ə n u s ɪ z
boogie	b ʌ ɡ i
book	b ʌ k
book	b ɑ k
book	b oʊ k
booklet	b ʌ k l ə t
boolean	b u l i ɪ n
boorman	b ɔ ɹ m ə n
borda	b ɔ ɹ d ə
border	b ɔ ɹ t ɝ
borges	b ɔ ɹ dʒ ə s
bork	b ɑ ɹ k
borland's	b ɔ ɹ l ə n d z
borlase	b ɔ ɹ l eɪ z
boron	b ɔ ɹ ɔ n
borough	b ɔ ɹ oʊ
borrowers	b ɔ ɹ oʊ ɝ z
bos	b ɔ s
bosna	b ɑ z n ə
bosnia	b ɑ z m i ə
bostrom	b oʊ s t ɹ ə m
bot	b ɑ
botanical	b ɑ t æ n ɪ k ə l
bother	b oʊ ð ɝ
bottrell	b ɑ t ɹ ə l
bourbon	b ɑ ɹ b ə n
boutiques	b oʊ t i k s
bowell	b oʊ w ɛ l
bowl	b ʊ l
bowley	b ɑ l i
bowling	b ʊ l ɪ ŋ
bowls	b ʊ l z
bowring	b ɛ ɹ ɪ ŋ
brabourne	b ɹ eɪ b ɝ n
bracket	b ɹ æ k ə t
brackets	b ɹ æ k ə t s
bradberry	b ɹ æ d b ɛ ɹ i
braganza	b ɹ ə ɡ ə n z ə
bragging	b ɹ eɪ k ɪ ŋ
brahmin	b ɹ ɑ m ə n
brahmins	b ɹ eɪ m ə n z
braid	b ɹ eɪ t
brand	b ɹ ɪ n d
brandon	b ɹ ɛ n d ə n
brandon	b ɹ æ n d ɪ n
brasserie	b ɹ æ s ɹ i
breakin	b ɹ eɪ k ə n
brecknock	b ɹ ɛ k n ɑ k
breda	b ɹ ɛ d ə
breed	b ɹ i t
breeding	b ɹ ɛ d ɪ ŋ
bremerton	b ɹ ɛ m ɝ t ə n
bremmer	b ɹ ɛ m ɝ
brescia	b ɹ ʌ ʃ ə
breslin	b ɹ ɛ z l ə n
brevet	b ɹ ɛ v ə t
breweries	b ɹ u ɝ i z
bridges	b ɹ ɪ dʒ ɪ s
brigham	b ɹ eɪ ɡ ə m
brigid	b ɹ ɪ dʒ ɪ t
brisbane	b ɹ ɪ s b eɪ n
broadest	b ɹ ɔ d ə s t
broadmoor	b ɹ ɑ d m ɔ ɹ
broadrick	b ɹ ɑ d ɹ ɪ k
broadsheet	b ɹ ɑ d ʃ i t
broadway	b ɹ ʌ d w eɪ
brodeur	b ɹ ə d ɝ
brody	b ɹ u d i
bron	b ɹ ɔ n
brooker	b ɹ oʊ k ɝ
brooklyn	b ɹ ɪ k l ə n
broth	b ɹ æ θ
broughty	b ɹ ɑ d i
brubaker	b ɹ u b eɪ k ɝ
bruce's	b ɹ u s ɪ z
bruck	b ɹ ɑ k
bruins	b ɹ u ə n z
brun's	b ɹ u n z
bucket	b ʌ k ə t
buckinghamshire	b ʌ k ə n h æ m ʃ aɪ ɹ
buckinghamshire	b ʌ k ɪ ŋ h æ m ʃ aɪ ɝ
budapest	b u t ə p æ s t
buenos	b w eɪ n oʊ s
bugloss	b j u ɡ l ɔ s
build	b ɪ l t
bulgar	b ʌ l ɡ ə
bulkley	b oʊ l k l i
bull	b oʊ l
bull	b ə l
buller's	b i l ɝ z
bullock	b ʊ l ɑ k
bulls	b oʊ l z
bummed	b ɛ m t
bumpass	b ʌ m p ə s
bunbury	b æ m b ɛ ɹ i
buncombe	b u n k oʊ m
bundestag	b ʌ n d ə s t ɑ ɡ
burke	b ɝ ɡ
burland	b ɝ l ɪ n d
burleigh	b ɝ l ɪ
burnett	b ɝ n ɪ t
busbee	b ʌ z b i
bush's	b ʊ ʃ ə z
businessmen	b ɪ z n ɪ s m ə n
