250	t u h ʌ n d ɹ ə d ə n d f ɪ f t i
250	t u h ʌ n d ɹ ɪ d æ n d f ɪ f t i
250	t u h ʌ n d ɹ ɪ d ɑ n d f ɪ f t i
250	t u h ʌ n d ɹ ɪ d ə n d f ɪ f t i
5	f aɪ v
3	θ ɹ i
4	f ɔ ɹ
1990	w ʌ n θ aʊ z n d n aɪ n h ʌ n d ɹ ə d æ n d n aɪ n t i
1990	w ʌ n θ aʊ z n d n aɪ n h ʌ n d ɹ ə d ɑ n d n aɪ n t i
1990	w ʌ n θ aʊ z n d n aɪ n h ʌ n d ɹ ə d ə n d n aɪ n t i
1990	w ʌ n θ aʊ z n d n aɪ n h ʌ n d ɹ ɪ d æ n d n aɪ n t i
1990	w ʌ n θ aʊ z n d n aɪ n h ʌ n d ɹ ɪ d ɑ n d n aɪ n t i
1990	w ʌ n θ aʊ z n d n aɪ n h ʌ n d ɹ ɪ d ə n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ə d æ n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ə d ɑ n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ə d ə n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ɪ d æ n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ɪ d ɑ n d n aɪ n t i
1990	w ʌ n θ aʊ z ə n d n aɪ n h ʌ n d ɹ ɪ d ə n d n aɪ n t i
